ticker,name,exchange,sector,industry,price,price_tv,price_finviz,market_cap,avg_volume,sma50,sma150,sma200,ema21,ema50,rsi14,atr14,atr_pct,rvol20,performance_21d_pct,move_10d_pct,consolidating,week52_high,distance_52w_high_pct,resistance,distance_resistance_pct,structural_trend_pass,technical_score,score_breakdown,pattern,pattern_quality,revenue_growth_yoy,previous_revenue_growth_yoy,eps_growth_yoy,eps_next_year,gross_margin,operating_margin,free_cash_flow,free_cash_flow_negative,shares_change_6m_pct,dilution_check,requires_external_dilution_check,outstanding_shares,earnings_date,last_earnings_date,next_earnings_date,days_to_earnings,days_since_earnings,pead_flag,earnings_state,market_regime,hard_filter_pass,failed_gates,unverifiable_gates,missing_fields,quantitative_pass,manual_review_required,final_setup_ready,unverified_final_checks,validation_level,validation_level_label,externally_verified,bar_timeframe,sec_filer_class,sec_filer_evidence
IBKR,Interactive Brokers Group Inc,NASDAQ,Financial,Capital Markets,95.84,95.84,95.84,43420000000.0,4780000.0,92.2024,82.00913333333334,78.285575,92.94868691258124,91.07543191784697,57.32939318910158,3.139476762436896,3.275747873995092,0.5036189244617562,5.923961096374897,4.106017814468821,False,98.75,2.9468354430379713,98.75,3.0363105175292118,True,32.0,"{'rvol20': {'value': 0.5036189244617562, 'points': -20.0, 'band': ""penalita' forte""}, 'distance_resistance_pct': {'value': 3.0363105175292118, 'points': -8.0, 'band': 'vicino alla resistenza'}, 'performance_21d_pct': {'value': 5.923961096374897, 'points': 10.0, 'band': 'momentum sano'}}",,"{'status': 'FAIL', 'score': 45.0, 'base_days': 3, 'base_depth_pct': 6.03, 'atr_contraction': 1.206, 'tight_closes': 1.984, 'volume_contraction': 1.02, 'pivot': 98.75, 'distance_to_pivot_pct': 3.04, 'above_ema21': True, 'above_ema50': True, 'reasons': ['durata base 3 fuori range [7,65]', ""profondita' base 6.0% entro 25.0%"", 'ATR in espansione (1.21)', 'chiusure compresse (1.98%/g)', 'volume non in contrazione (1.02)', 'distanza dal pivot 3.0% nel range', 'prezzo sopra EMA21 ed EMA50'], 'informational_only': True}",21.38,,36.620000000000005,17.09,95.30999999999999,86.66,21819095477.386936,False,,"{'local_status': 'FAIL', 'external_verification_required': True, 'externally_verified': False, 'external_status': None, 'unverifiable_subchecks': ['shares_change_check', 'atm_check', 'convertibles_warrants_check'], 'shares_change_6m_pct': None, 'classification': None, 'measurement_confidence': 'NOT_VERIFIABLE', 'subchecks': {'shares_change_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'osservazione corrente vecchia di 5593 giorni (limite 150): non abbastanza attuale per un confronto a 6 mesi', 'measurement_confidence': 'NOT_VERIFIABLE'}, 'buyback_check': {'status': 'PASS', 'value': False, 'reason': 'riacquisti per 0 USD (al 2010-12-31)'}, 'recent_equity_offering_check': {'status': 'FAIL', 'value': True, 'reason': 'prospetto 424B5 depositato negli ultimi ~6 mesi'}, 'shelf_check': {'status': 'PASS', 'value': True, 'reason': ""shelf registration presente: capacita' potenziale di emissione, nessuna emissione dimostrata""}, 'atm_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'un programma ATM si desume solo dal testo dei prospetti: non determinabile da dati strutturati XBRL'}, 'convertibles_warrants_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'tag XBRL su convertibili e warrant assenti per la maggior parte degli emittenti: non determinabile in modo oggettivo'}}, 'recent_equity_offering': True, 'active_atm': None, 'shelf_registration': True, 'convertibles_or_warrants': None, 'buyback': False, 'buyback_detail': {'value': 0, 'unit': 'USD', 'date': '2010-12-31', 'form': '10-K', 'filed': '2011-02-28'}, 'share_based_compensation': {'value': 65000000, 'unit': 'USD', 'date': '2026-06-30', 'form': '10-Q', 'filed': '2026-08-06'}, 'shares_detail': {'shares_current': 42231651.0, 'shares_current_date': '2011-05-06', 'shares_current_source': 'SEC 10-Q (dei:EntityCommonStockSharesOutstanding)', 'shares_reference': 42222449.0, 'shares_reference_date': '2010-11-08', 'shares_reference_source': 'SEC 10-Q (dei:EntityCommonStockSharesOutstanding)', 'current_age_days': 5593, 'observation_interval_days': 179, 'target_interval_days': 180, 'interval_deviation_days': 1, 'tolerance_days': 45, 'current_is_fresh': False, 'interval_is_accepted': True, 'shares_change_6m_pct': None, 'lower_confidence': False, 'cik': '0001381197', 'reason': 'osservazione corrente vecchia di 5593 giorni (limite 150): non abbastanza attuale per un confronto a 6 mesi', 'measurement_confidence': 'NOT_VERIFIABLE'}, 'sources': [{'type': 'SEC', 'form': '424B5', 'filing_date': '2026-07-31', 'url': 'https://www.sec.gov/Archives/edgar/data/1381197/000138119726000138/0001381197-26-000138-index.htm'}, {'type': 'SEC', 'form': '424B5', 'filing_date': '2026-07-31', 'url': 'https://www.sec.gov/Archives/edgar/data/1381197/000138119726000133/0001381197-26-000133-index.htm'}, {'type': 'SEC', 'form': 'S-3ASR', 'filing_date': '2026-07-31', 'url': 'https://www.sec.gov/Archives/edgar/data/1381197/000138119726000122/0001381197-26-000122-index.htm'}, {'type': 'SEC', 'form': '10-Q', 'filing_date': '2026-08-06', 'url': 'https://www.sec.gov/Archives/edgar/data/1381197/000138119726000147/0001381197-26-000147-index.htm'}, {'type': 'SEC', 'form': '10-Q', 'filing_date': '2026-05-07', 'url': 'https://www.sec.gov/Archives/edgar/data/1381197/000138119726000093/0001381197-26-000093-index.htm'}, {'type': 'SEC', 'form': '10-K', 'filing_date': '2026-02-27', 'url': 'https://www.sec.gov/Archives/edgar/data/1381197/000138119726000062/0001381197-26-000062-index.htm'}, {'type': 'SEC-XBRL', 'form': '10-Q', 'filing_date': '2011-05-06', 'role': 'shares_current', 'url': 'https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001381197&type=&dateb=&owner=include&count=40'}, {'type': 'SEC-XBRL', 'form': '10-Q', 'filing_date': '2010-11-08', 'role': 'shares_reference', 'url': 'https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001381197&type=&dateb=&owner=include&count=40'}], 'reason': 'sotto-controlli falliti: recent_equity_offering_check. Esito negativo accertato localmente', 'blocks_final_setup': True, 'requires_external_check': True, 'external_sources_required': ['SEC EDGAR', 'Investor Relations']}",True,450570000.0,2026-07-21,2026-07-21,,,38,normal,NORMAL,BULL,True,,,pattern;previous_revenue_growth_yoy;shares_change_6m_pct,True,True,False,investor_relations_results;guidance;real_catalyst;pattern_quality,1,quantitative_shortlist_candidate,False,"{'bar_timeframe_declared': '1D', 'bar_timeframe_normalized': '1D', 'bar_timeframe_verified': True, 'bar_spacing_median_seconds': 86400, 'bar_count': 300, 'bar_timeframe_status': 'VERIFIED_DAILY', 'bar_timeframe_reason': None}",DOMESTIC,"{'rule': 'MOST_RECENT_ANNUAL_REPORT', 'annual_form': '10-K/A', 'cik': '0001381197', 'error': None}"
