ticker,name,exchange,sector,industry,price,price_tv,price_finviz,market_cap,avg_volume,sma50,sma150,sma200,ema21,ema50,rsi14,atr14,atr_pct,rvol20,performance_21d_pct,move_10d_pct,consolidating,week52_high,distance_52w_high_pct,resistance,distance_resistance_pct,structural_trend_pass,technical_score,score_breakdown,pattern,pattern_quality,revenue_growth_yoy,previous_revenue_growth_yoy,eps_growth_yoy,eps_next_year,gross_margin,operating_margin,free_cash_flow,free_cash_flow_negative,shares_change_6m_pct,dilution_check,requires_external_dilution_check,outstanding_shares,earnings_date,last_earnings_date,next_earnings_date,days_to_earnings,days_since_earnings,pead_flag,earnings_state,market_regime,hard_filter_pass,failed_gates,unverifiable_gates,missing_fields,quantitative_pass,manual_review_required,final_setup_ready,unverified_final_checks,validation_level,validation_level_label,externally_verified,setup_type_theoretical,execution_status,technical_readiness,execution_blockers,bar_timeframe,sec_filer_class,sec_filer_evidence,sec_diagnostics
STX,Seagate Technology Holdings Plc,NASDAQ,Technology,Computer Hardware,904.38,904.38,904.38,204970000000.0,4720000.0,853.6134,693.9363666666667,596.672475,846.9197664392537,845.54949365651,57.10175704533062,57.14258650533761,6.318426602239945,1.3991957790365557,11.27270042817068,13.808594978921551,False,1145,21.014847161572053,1145,26.60607266856852,True,82.0,"{'rvol20': {'value': 1.3991957790365557, 'points': 12.0, 'band': 'bonus forte'}, 'distance_resistance_pct': {'value': 26.60607266856852, 'points': 10.0, 'band': 'ampio spazio'}, 'performance_21d_pct': {'value': 11.27270042817068, 'points': 10.0, 'band': 'momentum sano'}}",,"{'status': 'FAIL', 'score': 55.0, 'base_days': 55, 'base_depth_pct': 38.95, 'atr_contraction': 0.692, 'tight_closes': 3.763, 'volume_contraction': 0.646, 'pivot': 1145, 'distance_to_pivot_pct': 26.61, 'above_ema21': True, 'above_ema50': True, 'reasons': ['durata base 55 sedute nel range', ""profondita' base 39.0% oltre 25.0%"", 'ATR in contrazione (0.69)', 'chiusure volatili (3.76%/g)', 'volume in contrazione (0.65)', 'distanza dal pivot 26.6% fuori range', 'prezzo sopra EMA21 ed EMA50'], 'informational_only': True}",48.49,,149.17000000000002,56.81,45.58,34.65,3105135585.5173454,False,3.9305408585829538,"{'local_status': 'NOT_VERIFIABLE', 'external_verification_required': True, 'externally_verified': False, 'external_status': None, 'unverifiable_subchecks': ['atm_check', 'convertibles_warrants_check'], 'shares_change_6m_pct': 3.9305408585829538, 'classification': 'POTENTIAL_DILUTION', 'measurement_confidence': 'HIGH', 'subchecks': {'shares_change_check': {'status': 'PASS', 'value': 3.9305408585829538, 'reason': 'azioni +3.931% in ~6 mesi (POTENTIAL_DILUTION); confronto 2026-01-27 -> 2026-07-31: intervallo 185 giorni (scarto 5 dal target 180); corrente vecchia di 39 giorni', 'measurement_confidence': 'HIGH'}, 'buyback_check': {'status': 'PASS', 'value': True, 'reason': 'riacquisti per 176,000,000 USD (al 2026-07-03)'}, 'recent_equity_offering_check': {'status': 'PASS', 'value': False, 'reason': 'nessun prospetto di offerta prezzata negli ultimi ~6 mesi'}, 'shelf_check': {'status': 'PASS', 'value': False, 'reason': 'nessuna shelf registration negli ultimi ~6 mesi'}, 'atm_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'un programma ATM si desume solo dal testo dei prospetti: non determinabile da dati strutturati XBRL'}, 'convertibles_warrants_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'tag XBRL su convertibili e warrant assenti per la maggior parte degli emittenti: non determinabile in modo oggettivo'}}, 'recent_equity_offering': False, 'active_atm': None, 'shelf_registration': False, 'convertibles_or_warrants': None, 'buyback': True, 'buyback_detail': {'value': 176000000, 'unit': 'USD', 'date': '2026-07-03', 'form': '10-K', 'filed': '2026-08-04'}, 'share_based_compensation': {'value': 213000000, 'unit': 'USD', 'date': '2026-07-03', 'form': '10-K', 'filed': '2026-08-04'}, 'shares_detail': {'shares_current': 226644518.0, 'shares_current_date': '2026-07-31', 'shares_current_source': 'SEC 10-K (dei:EntityCommonStockSharesOutstanding)', 'shares_reference': 218073067.0, 'shares_reference_date': '2026-01-27', 'shares_reference_source': 'SEC 10-Q (dei:EntityCommonStockSharesOutstanding)', 'current_age_days': 39, 'observation_interval_days': 185, 'target_interval_days': 180, 'interval_deviation_days': 5, 'tolerance_days': 45, 'current_is_fresh': True, 'interval_is_accepted': True, 'shares_change_6m_pct': 3.9305408585829538, 'lower_confidence': False, 'cik': '0001137789', 'reason': 'confronto 2026-01-27 -> 2026-07-31: intervallo 185 giorni (scarto 5 dal target 180); corrente vecchia di 39 giorni', 'measurement_confidence': 'HIGH'}, 'sources': [{'type': 'SEC', 'form': '10-K', 'filing_date': '2026-08-04', 'url': 'https://www.sec.gov/Archives/edgar/data/1137789/000113778926000159/0001137789-26-000159-index.htm'}, {'type': 'SEC', 'form': '10-Q', 'filing_date': '2026-04-29', 'url': 'https://www.sec.gov/Archives/edgar/data/1137789/000113778926000088/0001137789-26-000088-index.htm'}, {'type': 'SEC-XBRL', 'form': '10-K', 'filing_date': '2026-07-31', 'role': 'shares_current', 'url': 'https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001137789&type=&dateb=&owner=include&count=40'}, {'type': 'SEC-XBRL', 'form': '10-Q', 'filing_date': '2026-01-27', 'role': 'shares_reference', 'url': 'https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001137789&type=&dateb=&owner=include&count=40'}], 'reason': ""non verificabili localmente: atm_check, convertibles_warrants_check. Richiede revisione esterna (SEC EDGAR + Investor Relations): NON e' una bocciatura"", 'blocks_final_setup': True, 'requires_external_check': True, 'external_sources_required': ['SEC EDGAR', 'Investor Relations']}",True,226790000.0,2026-07-28,2026-07-28,,,42,normal,NORMAL,BULL,True,,,pattern;previous_revenue_growth_yoy;shares_change_6m_pct,True,True,False,sec_dilution;investor_relations_results;guidance;real_catalyst;pattern_quality,1,quantitative_shortlist_candidate,False,NOT_APPLICABLE,NOT_APPLICABLE,,"TRADE_PLAN_NOT_VALID;MISSING_LEVELS:entry_trigger,entry_ideal,entry_max,stop_trigger;PATTERN_QUALITY_FAIL;FINAL_SETUP_NOT_READY","{'bar_timeframe_declared': '1D', 'bar_timeframe_normalized': '1D', 'bar_timeframe_verified': True, 'bar_spacing_median_seconds': 86400, 'bar_count': 300, 'bar_timeframe_status': 'VERIFIED_DAILY', 'bar_timeframe_reason': None}",DOMESTIC,"{'rule': 'MOST_RECENT_ANNUAL_REPORT', 'annual_form': '10-K', 'cik': '0001137789', 'error': None}","{'diagnostic_only': True, 'legacy_enforcement_unchanged': True, 'filing_classifications': [{'form': '10-K', 'filing_date': '2026-08-04', 'accession_number': '0001137789-26-000159', 'security_description': None, 'security_type': 'UNKNOWN', 'transaction_type': 'UNKNOWN', 'classification': 'NO_DILUTION_SIGNAL_FOUND', 'shares_offered': None, 'shares_outstanding_reference': None, 'offering_pct_of_outstanding': None, 'classification_confidence': 'HIGH', 'evidence': [{'field': 'form', 'value': '10-K', 'source_section': 'submissions_metadata'}], 'unresolved_questions': []}, {'form': '10-Q', 'filing_date': '2026-04-29', 'accession_number': '0001137789-26-000088', 'security_description': None, 'security_type': 'UNKNOWN', 'transaction_type': 'UNKNOWN', 'classification': 'NO_DILUTION_SIGNAL_FOUND', 'shares_offered': None, 'shares_outstanding_reference': None, 'offering_pct_of_outstanding': None, 'classification_confidence': 'HIGH', 'evidence': [{'field': 'form', 'value': '10-Q', 'source_section': 'submissions_metadata'}], 'unresolved_questions': []}], 'xbrl_shares_shadow': {'status': 'FRESH', 'selected_fact': {'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 226644518.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0001137789', 'period_start': None, 'period_end': '2026-07-31', 'instant': '2026-07-31', 'dimensions': {}, 'form': '10-K', 'filed': '2026-07-31', 'accession_number': None, 'age_days': 39, 'accepted': True, 'rejection_reasons': []}, 'reference_fact': {'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 218073067.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0001137789', 'period_start': None, 'period_end': '2026-01-27', 'instant': '2026-01-27', 'dimensions': {}, 'form': '10-Q', 'filed': '2026-01-27', 'accession_number': None, 'age_days': 224, 'accepted': False, 'rejection_reasons': ['STALE_BEYOND_FRESHNESS_LIMIT']}, 'shares_change_6m_pct': 3.9305, 'candidate_facts': [{'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 226644518.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0001137789', 'period_start': None, 'period_end': '2026-07-31', 'instant': '2026-07-31', 'dimensions': {}, 'form': '10-K', 'filed': '2026-07-31', 'accession_number': None, 'age_days': 39, 'accepted': True, 'rejection_reasons': []}], 'rejected_facts': [{'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 218073067.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0001137789', 'period_start': None, 'period_end': '2026-01-27', 'instant': '2026-01-27', 'dimensions': {}, 'form': '10-Q', 'filed': '2026-01-27', 'accession_number': None, 'age_days': 224, 'accepted': False, 'rejection_reasons': ['STALE_BEYOND_FRESHNESS_LIMIT']}], 'freshness_limit_days': 150, 'target_interval_days': 180, 'tolerance_days': 45, 'selection_method': 'issuer_level_instant_fact_more_recent_within_freshness_limit_no_foreign_dimensions', 'context_ambiguity': False, 'data_stale': False, 'tags_queried': [], 'reasons': ['confronto 2026-01-27 -> 2026-07-31: intervallo 185 giorni'], 'observation_interval_days': 185, 'interval_deviation_days': 5}, 'assessment': {'filing_evidence_status': 'NO_DILUTION_SIGNAL_FOUND', 'shares_data_quality': 'FRESH', 'confirmed_equity_dilution': False, 'potential_equity_capacity': False, 'manual_review_required': False, 'diagnostic_final_disposition': 'NO_BLOCKING_SIGNAL_FOUND_DIAGNOSTIC_ONLY'}, 'legacy_vs_shadow': {'legacy_local_status': 'NOT_VERIFIABLE', 'legacy_recent_equity_offering': False, 'legacy_recent_equity_offering_status': 'PASS', 'legacy_shares_fact_date': '2026-07-31', 'legacy_shares_fact_age_days': 39, 'shadow_filing_classification': ['NO_DILUTION_SIGNAL_FOUND'], 'shadow_shares_status': 'FRESH', 'shadow_selected_fact_date': '2026-07-31', 'shadow_shares_change_6m_pct': 3.9305, 'selection_effect': 'NONE_DURING_FREEZE', 'differences': ['LEGACY_AND_SHADOW_AGREE']}, 'diagnostic_reasons': [""costruito dai dati gia' presenti nel record: nessuna richiesta di rete, nessun documento di prospetto letto""]}"
MU,Micron Technology Inc,NASDAQ,Technology,Semiconductors,1000.26,1000.26,1000.26,1129690000000.0,43770000.0,935.6381,713.9775,610.3383249999999,948.7126907591887,924.2842511587357,57.66191728353231,54.026674529294915,5.401263124517118,0.9539583450210015,13.980651116150277,9.866766253308889,False,1255,20.29800796812749,1255,25.46737848159479,True,70.0,"{'rvol20': {'value': 0.9539583450210015, 'points': 0.0, 'band': 'neutro'}, 'distance_resistance_pct': {'value': 25.46737848159479, 'points': 10.0, 'band': 'ampio spazio'}, 'performance_21d_pct': {'value': 13.980651116150277, 'points': 10.0, 'band': 'momentum sano'}}",,"{'status': 'FAIL', 'score': 55.0, 'base_days': 51, 'base_depth_pct': 41.2, 'atr_contraction': 0.727, 'tight_closes': 2.587, 'volume_contraction': 0.674, 'pivot': 1255, 'distance_to_pivot_pct': 25.47, 'above_ema21': True, 'above_ema50': True, 'reasons': ['durata base 51 sedute nel range', ""profondita' base 41.2% oltre 25.0%"", 'ATR in contrazione (0.73)', 'chiusure volatili (2.59%/g)', 'volume in contrazione (0.67)', 'distanza dal pivot 25.5% fuori range', 'prezzo sopra EMA21 ed EMA50'], 'informational_only': True}",345.71999999999997,,1372.0900000000001,111.8,72.6,65.75,26174467099.165897,False,0.3450784577773369,"{'local_status': 'NOT_VERIFIABLE', 'external_verification_required': True, 'externally_verified': False, 'external_status': None, 'unverifiable_subchecks': ['atm_check', 'convertibles_warrants_check'], 'shares_change_6m_pct': 0.3450784577773369, 'classification': 'NORMAL_SBC', 'measurement_confidence': 'HIGH', 'subchecks': {'shares_change_check': {'status': 'PASS', 'value': 0.3450784577773369, 'reason': 'azioni +0.345% in ~6 mesi (NORMAL_SBC); confronto 2025-12-10 -> 2026-06-17: intervallo 189 giorni (scarto 9 dal target 180); corrente vecchia di 83 giorni', 'measurement_confidence': 'HIGH'}, 'buyback_check': {'status': 'PASS', 'value': True, 'reason': 'riacquisti per 650,000,000 USD (al 2026-05-28)'}, 'recent_equity_offering_check': {'status': 'PASS', 'value': False, 'reason': 'nessun prospetto di offerta prezzata negli ultimi ~6 mesi'}, 'shelf_check': {'status': 'PASS', 'value': False, 'reason': 'nessuna shelf registration negli ultimi ~6 mesi'}, 'atm_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'un programma ATM si desume solo dal testo dei prospetti: non determinabile da dati strutturati XBRL'}, 'convertibles_warrants_check': {'status': 'NOT_VERIFIABLE', 'value': None, 'reason': 'tag XBRL su convertibili e warrant assenti per la maggior parte degli emittenti: non determinabile in modo oggettivo'}}, 'recent_equity_offering': False, 'active_atm': None, 'shelf_registration': False, 'convertibles_or_warrants': None, 'buyback': True, 'buyback_detail': {'value': 650000000, 'unit': 'USD', 'date': '2026-05-28', 'form': '10-Q', 'filed': '2026-06-25'}, 'share_based_compensation': {'value': 954000000, 'unit': 'USD', 'date': '2026-05-28', 'form': '10-Q', 'filed': '2026-06-25'}, 'shares_detail': {'shares_current': 1129393151.0, 'shares_current_date': '2026-06-17', 'shares_current_source': 'SEC 10-Q (dei:EntityCommonStockSharesOutstanding)', 'shares_reference': 1125509261.0, 'shares_reference_date': '2025-12-10', 'shares_reference_source': 'SEC 10-Q (dei:EntityCommonStockSharesOutstanding)', 'current_age_days': 83, 'observation_interval_days': 189, 'target_interval_days': 180, 'interval_deviation_days': 9, 'tolerance_days': 45, 'current_is_fresh': True, 'interval_is_accepted': True, 'shares_change_6m_pct': 0.3450784577773369, 'lower_confidence': False, 'cik': '0000723125', 'reason': 'confronto 2025-12-10 -> 2026-06-17: intervallo 189 giorni (scarto 9 dal target 180); corrente vecchia di 83 giorni', 'measurement_confidence': 'HIGH'}, 'sources': [{'type': 'SEC', 'form': '10-Q', 'filing_date': '2026-06-25', 'url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312526000015/0000723125-26-000015-index.htm'}, {'type': 'SEC', 'form': '10-Q', 'filing_date': '2026-03-19', 'url': 'https://www.sec.gov/Archives/edgar/data/723125/000072312526000006/0000723125-26-000006-index.htm'}, {'type': 'SEC-XBRL', 'form': '10-Q', 'filing_date': '2026-06-17', 'role': 'shares_current', 'url': 'https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000723125&type=&dateb=&owner=include&count=40'}, {'type': 'SEC-XBRL', 'form': '10-Q', 'filing_date': '2025-12-10', 'role': 'shares_reference', 'url': 'https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000723125&type=&dateb=&owner=include&count=40'}], 'reason': ""non verificabili localmente: atm_check, convertibles_warrants_check. Richiede revisione esterna (SEC EDGAR + Investor Relations): NON e' una bocciatura"", 'blocks_final_setup': True, 'requires_external_check': True, 'external_sources_required': ['SEC EDGAR', 'Investor Relations']}",True,1130000000.0,2026-09-30,,2026-09-30,22,,normal,NORMAL,BULL,True,,,pattern;previous_revenue_growth_yoy;shares_change_6m_pct,True,True,False,sec_dilution;investor_relations_results;guidance;real_catalyst;pattern_quality,1,quantitative_shortlist_candidate,False,NOT_APPLICABLE,NOT_APPLICABLE,,"TRADE_PLAN_NOT_VALID;MISSING_LEVELS:entry_trigger,entry_ideal,entry_max,stop_trigger;PATTERN_QUALITY_FAIL;FINAL_SETUP_NOT_READY","{'bar_timeframe_declared': '1D', 'bar_timeframe_normalized': '1D', 'bar_timeframe_verified': True, 'bar_spacing_median_seconds': 86400, 'bar_count': 300, 'bar_timeframe_status': 'VERIFIED_DAILY', 'bar_timeframe_reason': None}",DOMESTIC,"{'rule': 'MOST_RECENT_ANNUAL_REPORT', 'annual_form': '10-K', 'cik': '0000723125', 'error': None}","{'diagnostic_only': True, 'legacy_enforcement_unchanged': True, 'filing_classifications': [{'form': '10-Q', 'filing_date': '2026-06-25', 'accession_number': '0000723125-26-000015', 'security_description': None, 'security_type': 'UNKNOWN', 'transaction_type': 'UNKNOWN', 'classification': 'NO_DILUTION_SIGNAL_FOUND', 'shares_offered': None, 'shares_outstanding_reference': None, 'offering_pct_of_outstanding': None, 'classification_confidence': 'HIGH', 'evidence': [{'field': 'form', 'value': '10-Q', 'source_section': 'submissions_metadata'}], 'unresolved_questions': []}, {'form': '10-Q', 'filing_date': '2026-03-19', 'accession_number': '0000723125-26-000006', 'security_description': None, 'security_type': 'UNKNOWN', 'transaction_type': 'UNKNOWN', 'classification': 'NO_DILUTION_SIGNAL_FOUND', 'shares_offered': None, 'shares_outstanding_reference': None, 'offering_pct_of_outstanding': None, 'classification_confidence': 'HIGH', 'evidence': [{'field': 'form', 'value': '10-Q', 'source_section': 'submissions_metadata'}], 'unresolved_questions': []}], 'xbrl_shares_shadow': {'status': 'FRESH', 'selected_fact': {'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 1129393151.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0000723125', 'period_start': None, 'period_end': '2026-06-17', 'instant': '2026-06-17', 'dimensions': {}, 'form': '10-Q', 'filed': '2026-06-17', 'accession_number': None, 'age_days': 83, 'accepted': True, 'rejection_reasons': []}, 'reference_fact': {'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 1125509261.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0000723125', 'period_start': None, 'period_end': '2025-12-10', 'instant': '2025-12-10', 'dimensions': {}, 'form': '10-Q', 'filed': '2025-12-10', 'accession_number': None, 'age_days': 272, 'accepted': False, 'rejection_reasons': ['STALE_BEYOND_FRESHNESS_LIMIT']}, 'shares_change_6m_pct': 0.3451, 'candidate_facts': [{'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 1129393151.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0000723125', 'period_start': None, 'period_end': '2026-06-17', 'instant': '2026-06-17', 'dimensions': {}, 'form': '10-Q', 'filed': '2026-06-17', 'accession_number': None, 'age_days': 83, 'accepted': True, 'rejection_reasons': []}], 'rejected_facts': [{'tag': 'dei:EntityCommonStockSharesOutstanding', 'value': 1125509261.0, 'unit': 'shares', 'context_id': None, 'entity_identifier': '0000723125', 'period_start': None, 'period_end': '2025-12-10', 'instant': '2025-12-10', 'dimensions': {}, 'form': '10-Q', 'filed': '2025-12-10', 'accession_number': None, 'age_days': 272, 'accepted': False, 'rejection_reasons': ['STALE_BEYOND_FRESHNESS_LIMIT']}], 'freshness_limit_days': 150, 'target_interval_days': 180, 'tolerance_days': 45, 'selection_method': 'issuer_level_instant_fact_more_recent_within_freshness_limit_no_foreign_dimensions', 'context_ambiguity': False, 'data_stale': False, 'tags_queried': [], 'reasons': ['confronto 2025-12-10 -> 2026-06-17: intervallo 189 giorni'], 'observation_interval_days': 189, 'interval_deviation_days': 9}, 'assessment': {'filing_evidence_status': 'NO_DILUTION_SIGNAL_FOUND', 'shares_data_quality': 'FRESH', 'confirmed_equity_dilution': False, 'potential_equity_capacity': False, 'manual_review_required': False, 'diagnostic_final_disposition': 'NO_BLOCKING_SIGNAL_FOUND_DIAGNOSTIC_ONLY'}, 'legacy_vs_shadow': {'legacy_local_status': 'NOT_VERIFIABLE', 'legacy_recent_equity_offering': False, 'legacy_recent_equity_offering_status': 'PASS', 'legacy_shares_fact_date': '2026-06-17', 'legacy_shares_fact_age_days': 83, 'shadow_filing_classification': ['NO_DILUTION_SIGNAL_FOUND'], 'shadow_shares_status': 'FRESH', 'shadow_selected_fact_date': '2026-06-17', 'shadow_shares_change_6m_pct': 0.3451, 'selection_effect': 'NONE_DURING_FREEZE', 'differences': ['LEGACY_AND_SHADOW_AGREE']}, 'diagnostic_reasons': [""costruito dai dati gia' presenti nel record: nessuna richiesta di rete, nessun documento di prospetto letto""]}"
